cardName_24,Divine Strike
cardDesc_24,Deal 2 damage and restore same amount of health.
cardName_25,Divine Strike
cardDesc_25,Deal 4 damage and restore same amount of health.
cardLevelUpDesc_25,Deal <color=#8adf6a>4</color> damage and restore same amount of health.
cardName_26,Divine Strike
cardDesc_26,Deal 6 damage and restore same amount of health.
cardLevelUpDesc_26,Deal <color=#8adf6a>6</color> damage and restore same amount of health.
cardName_27,Painful Strike
cardDesc_27,Deal 2 damage. Gain 2 mana.
cardName_28,Painful Strike
cardDesc_28,Deal 4 damage. Gain 4 mana.
cardLevelUpDesc_28,Deal <color=#8adf6a>4</color> damage. Gain <color=#8adf6a>4</color> mana.
cardName_29,Painful Strike
cardDesc_29,Deal 6 damage. Gain 6 mana.
cardLevelUpDesc_29,Deal <color=#8adf6a>6</color> damage. Gain <color=#8adf6a>6</color> mana.
cardName_30,Infection
cardDesc_30,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ1.
cardName_31,Infection
cardDesc_31,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ2.
cardLevelUpDesc_31,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ<color=#8adf6a>2</color>.
cardName_32,Infection
cardDesc_32,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ3.
cardLevelUpDesc_32,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ<color=#8adf6a>3</color>.
cardName_33,Swift Strike
cardDesc_33,Deal 1 damage. Draw 1 card.
cardName_34,Swift Strike
cardDesc_34,Deal 3 damage. Draw 1 card.
cardLevelUpDesc_34,Deal <color=#8adf6a>3</color> damage. Draw 1 card.
cardName_35,Double Strike
cardDesc_35,Deal 2 damage. Draw 2 cards.
cardName_36,Skull Splitter
cardDesc_36,<color=#e6c14f>Exile</color> the leftmost card from your hand. Deal 5 damage.
cardName_37,Charged Strike
cardDesc_37,"If you haven't used any action cards yet this turn, deal 8 damage. You lose all your Action."
cardName_38,Back Stab
cardDesc_38,"Deal 2 damage. Each time you use an action card this turn, its damage increases by 1."
cardDescEx_38,"Deal {0} damage. Each time you use an action card this turn, its damage increases by 1."
cardName_39,Bite of Fear
cardDesc_39,Deal 2 damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.
cardName_40,Chomp
cardDesc_40,Deal 2 damage. You deal 2 additional damage for each Claw Swip you use this turn.
cardName_41,Spiny Shield
cardDesc_41,Deal 5 damage. The damage you take decreases by 1 until next turn.
cardName_42,Shield Crusher
cardDesc_42,Deal 2 damage to the enemy and lose 50% Armor.
cardName_43,Burn
cardDesc_43,Enemy suffers <color=#e6c14f>Burn</color> ĄÁ2.
cardName_44,Chaos Strike
cardDesc_44,"Deal 2, 4 or 6 damage at random."
cardName_45,Chaos Strike
cardDesc_45,"Deal 4, 6 or 8 damage at random."
cardLevelUpDesc_45,"Deal <color=#8adf6a>4</color>, <color=#8adf6a>6</color> or <color=#8adf6a>8</color> damage at random."
cardName_46,Claw Swipe
cardDesc_46,Deal 2 damage.
cardName_47,Claw Swipe
cardDesc_47,Deal 4 damage.
cardLevelUpDesc_47,Deal <color=#8adf6a>4</color> damage
cardName_48,Claw Swipe
cardDesc_48,Deal 6 damage
cardLevelUpDesc_48,Deal <color=#8adf6a>6</color> damage
cardName_49,Burn
cardDesc_49,Enemy suffers <color=#e6c14f>Burn</color> ĄÁ3.
cardName_50,Bite of Fear
cardDesc_50,Deal 6 damage. The enemy suffers <color=#e6c14f>Weakness</color> for 1 turn.
cardName_51,Shapeshifter
cardDesc_51,Draw 2 cards.
cardName_52,Basic Attack
cardDesc_52,Deal 1 damage.
cardName_53,Basic Attack
cardDesc_53,Deal 3 damage.
cardLevelUpDesc_53,Deal <color=#8adf6a>3</color> damage
cardName_54,Basic Attack
cardDesc_54,Deal 5 damage.
cardLevelUpDesc_54,Deal <color=#8adf6a>5</color> damage
cardName_56,Basic Attack
cardDesc_56,Deal 1 damage.
cardName_57,Basic Attack
cardDesc_57,Deal 3 damage.
cardLevelUpDesc_57,Deal <color=#8adf6a>3</color> damage
cardName_58,Basic Attack
cardDesc_58,Deal 5 damage.
cardLevelUpDesc_58,Deal <color=#8adf6a>5</color> damage
cardName_60,Basic Attack
cardDesc_60,Deal 1 damage.
cardName_61,Basic Attack
cardDesc_61,Deal 3 damage.
cardLevelUpDesc_61,Deal <color=#8adf6a>3</color> damage
cardName_62,Basic Attack
cardDesc_62,Deal 5 damage.
cardLevelUpDesc_62,Deal <color=#8adf6a>5</color> damage
cardName_64,Basic Attack
cardDesc_64,Deal 1 damage.
cardName_65,Basic Attack
cardDesc_65,Deal 3 damage.
cardLevelUpDesc_65,Deal <color=#8adf6a>3</color> damage
cardName_66,Basic Attack
cardDesc_66,Deal 5 damage.
cardLevelUpDesc_66,Deal <color=#8adf6a>5</color> damage
cardName_67,Attack
cardDesc_67,Deal 1 damage.
cardName_68,Attack
cardDesc_68,Deal 3 damage.
cardLevelUpDesc_68,Deal <color=#8adf6a>3</color> damage.
cardName_69,Attack
cardDesc_69,Deal 5 damage.
cardLevelUpDesc_69,Deal <color=#8adf6a>5</color> damage
cardName_70,Attack
cardDesc_70,Deal 1 damage.
cardName_71,Attack
cardDesc_71,Deal 3 damage.
cardLevelUpDesc_71,Deal <color=#8adf6a>3</color> damage
cardName_72,Attack
cardDesc_72,Deal 5 damage
cardLevelUpDesc_72,Deal <color=#8adf6a>5</color> damage
cardName_73,Attack
cardDesc_73,Deal 1 damage.
cardName_74,Attack
cardDesc_74,Deal 3 damage.
cardLevelUpDesc_74,Deal <color=#8adf6a>3</color> damage
cardName_75,Attack
cardDesc_75,Deal 5 damage
cardLevelUpDesc_75,Deal <color=#8adf6a>5</color> damage
cardName_81,Life Prayer
cardDesc_81,Restores 3/6/9/12/15 health depending on how many turns the prayer lasts.
cardDescEx_81,Restores {1} health after {0} turns.
cardName_82,Speed Prayer
cardDesc_82,Draws 1/2/3/4/5 cards depending on how many turns the prayer lasts.
cardDescEx_82,Draws {1} cards after {0} turns.
cardName_83,Attack Prayer
cardDesc_83,Deal 4/7/10/13/16 damage depending on how many turns the prayer lasts.
cardDescEx_83,Deal {1} damage after {0} turns.
cardName_84,Rage Prayer
cardDesc_84,Deal 5/10/15/20/25 fire damage depending on how many turns the prayer lasts
cardDescEx_84,Deal {1} fire damage after {0} turns.
cardName_85,Misfortune
cardDesc_85,Deal 30 damage after 5 turns.
cardDescEx_85,Deal {1} damage after {0} turns.
cardName_86,Misfortune
cardDesc_86,Deal 40 damage after 5 turns.
cardDescEx_86,Deal {1} damage after {0} turns.
cardName_100,Spell Blocker
cardDesc_100,Triggers when the enemy casts a spell card: The card is ineffective. You draw 1 card.
cardDescEx_100,Deal {1} damage after {0} turns.
cardName_101,Turn Back
cardDesc_101,"Triggers when the enemy uses a damaging card. Renders the card ineffective, and you draw 1 card."
cardName_102,Directionless
cardDesc_102,Triggers when the enemy uses an action card. You use this card instead.
cardName_103,Fatigue
cardDesc_103,Triggers when the enemy has 3 cards left in their hand. The card they use is ineffective and their turn ends.
cardName_104,Miasma
cardDesc_104,<color=#e6c14f>Exiled</color>.Triggers when the enemy uses 4th card. Disable that card and end enemy's turn. 
cardName_106,Counterattack
cardDesc_106,"Triggers when the enemy uses an attack card. Disable that card, deal 2 damage.Draw 1 card."
cardName_107,Wail
cardDesc_107,"Triggers when the enemy uses an mana card. The card is rendered ineffective, and you draw 1 card."
cardName_108,Swallow
cardDesc_108,"Triggers when the enemy draws a card: The card is rendered ineffective, and you restore 3 health."
cardName_109,Resonance
cardDesc_109,"Triggers when the enemy plays an attack, action, or spell card. You use this card instead. Draw 1 card."
cardName_200,Mana
cardDesc_200,Gain 2 mana.
cardName_201,Mana
cardDesc_201,Gain 4 mana.
cardLevelUpDesc_201,Gain <color=#8adf6a>4</color> mana
cardName_202,Mana
cardDesc_202,Gain 6 mana.
cardLevelUpDesc_202,Gain <color=#8adf6a>6</color> mana
cardName_203,Ancestral Wisdom
cardDesc_203,Gain 8 mana.
cardName_204,Mana Spring
cardDesc_204,Mana cost decreases by 5 for this turn.
cardName_205,Healing Ointment
cardDesc_205,Gain 2 mana and 4 health.
cardName_206,Cleansing
cardDesc_206,Mana cost decreases by 3 for this turn.
cardName_207,Piety
cardDesc_207,Gain 3 mana. Current prayer card counter is sped up for 1 turn.
cardName_208,Mana Tide
cardDesc_208,Gain 10 mana
cardName_209,Mana Expansion
cardDesc_209,Gain 5 mana. The next spell card you play this turn has double effects.
cardName_210,Master of Magic
cardDesc_210,Doubles your current mana (up to 20 extra points).
cardName_211,Arcane Prophecy
cardDesc_211,Gain 3 mana. Draw 1 mana card from your deck.
cardName_212,Mage on Alert
cardDesc_212,Gain 3 mana.\nPhysical damage taken-3. Lasts 1 turn.
cardName_213,Wisdom
cardDesc_213,Gain 3 mana. Draw 1 card.
cardName_214,Piercing Spell
cardDesc_214,Gain 5 mana.Deal 5 piercing damage.
cardName_215,Magic Boundary
cardDesc_215,Gain 5 mana. Blocks any effects from the next card your enemy plays until the next turn.
cardName_216,Magic Flames
cardDesc_216,Gain 3 mana. Deal 3 fire damage. Fire damage +1.
cardName_217,Magic Frost
cardDesc_217,Gain 3 mana. Deal 3 water damage. Enemy suffers <color=#e6c14f>Chilled</color> ĄÁ2.
cardName_218,Inspiration
cardDesc_218,Gain 5 mana and then draw 1 spell card from your deck.
cardName_219,Mana Leech
cardDesc_219,"The next time you deal damage, you restore 1 mana for each 2 points of damage you deal."
cardName_300,Spiny Armor
cardDesc_300,Reflects 30% of damage you take during the enemy's turn back at the enemy.
cardName_301,Rallying Trumpet
cardDesc_301,"Draw 1 card. Gain 1 Action. At start of your turn, deal 1 damage to the enemy."
cardName_302,Moonlight Code
cardDesc_302,Gain 2 mana at start of turn.
cardName_303,Dexterity Talisman
cardDesc_303,20% chance of dodging damage.
cardName_305,Demon Blades
cardDesc_305,"At start of your turn, deal damage equals to your current level."
cardName_306,Dirk
cardDesc_306,"Each time you use 2 attack cards, deal 1 damage."
cardName_307,Poison Dagger
cardDesc_307,"For every 2 attack cards you use, enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ1."
cardName_308,Soul Furnace
cardDesc_308,"When you use an upgradable card to defeat your enemy, that card's level will increase by 1."
cardName_309,Life Talisman
cardDesc_309,You are immune from damage during your turn.
cardName_310,Magic Staff
cardDesc_310,"For each 2 mana you gain, deal 1 damage."
cardName_311,Round Shield
cardDesc_311,"At start of your turn, gain <color=#e6c14f>Armor</color> ĄÁ2"
cardName_312,Longbow
cardDesc_312,"Each time you use an action card, deal 1 damage."
cardName_313,Lightning Blade
cardDesc_313,"Each time you use an attack card, the enemy takes 1 lightning damage."
cardName_314,Revive
cardDesc_314,"When you die, this card is permanently removed and you restore full health."
cardName_315,Lightning Blade
cardDesc_315,"Each time you use an attack card, the enemy takes 1 lightning damage."
cardName_316,Witch's Tome
cardDesc_316,"At start of your turn, draw 1 spell card from your deck."
cardName_317,Speedy Shoes
cardDesc_317,"At start of your turn, draw 1 card. Action +1."
cardName_318,Vampire Sword
cardDesc_318,Restore 1 health for each 4 damage you deal.
cardName_319,Blazing Cloak
cardDesc_319,"Each time the enemy uses an attack card, they take 2 fire damage."
cardName_320,Round Shield
cardDesc_320,"At start of your turn, gain <color=#e6c14f>Armor</color> ĄÁ3"
cardLevelUpDesc_320,"At start of your turn, gain <color=#e6c14f>Armor</color> ĄÁ<color=#8adf6a>3</color>"
cardName_321,Magic Emerald
cardDesc_321,"When you use a spell card, draw 1 card (up to 3 cards each turn)."
cardName_322,Camo Outfit
cardDesc_322,"10% chance of dodging damage. When you trigger this effect, draw 1 card."
cardName_323,Wraith Blade
cardDesc_323,"Each time you draw an extra card, the enemy takes 1 physical damage."
cardName_324,Deadly Dagger
cardDesc_324,"At end of your turn, deal physical damage equal to remaining Action ĄÁ2 to the enemy, and then lose all your Action."
cardName_325,Angel Mirror
cardDesc_325,"At start of your turn, copy 1 random card (non-equipment) from your deck to your hand."
cardName_326,Banner of Courage
cardDesc_326,"At start of your turn, draw 1 card if one side has less than 50% health."
cardName_327,Crazy Axe
cardDesc_327,"Each time you use a Basic Attack card,add a <color=#e6c14f>temporary</color> copy to your hand."
cardName_328,Burning Fruit
cardDesc_328,"At start of your turn, add a <color=#e6c14f>temporary</color> fire attack card to your hand."
cardName_329,Soul Stealer
cardDesc_329,"When you use an attack card, the enemy suffers <color=#e6c14f>Frailty</color> ĄÁ1."
cardName_330,Magic Totem
cardDesc_330,"At start of your turn, the Magic Totem gets 1 mark. Each mark grants 1 mana."
cardName_331,Blitz Totem
cardDesc_331,Deal 2 lightning damage each turn.
cardName_332,Turbo Totem
cardDesc_332,"At start of your turn, the Turbo Totem gets 1 mark. Draw 1 extra card for each mark. Gain 1 Action."
cardName_333,Dirk (Level 1)
cardDesc_333,"At start of your turn, deal 1 damage."
cardName_334,Dirk (Level 2)
cardDesc_334,"At start of your turn, deal 2 damage."
cardName_335,Dirk (Level 3)
cardDesc_335,"At start of your turn, deal 3 damage."
cardName_336,Dirk (Level 4)
cardDesc_336,"At start of your turn, deal 4 damage."
cardName_337,Invisibility Cloak
cardDesc_337,The first card the enemy uses each turn will be rendered invalid.
cardName_338,Demon Skull
cardDesc_338,Avoid damage greater than 8 once per turn.
cardName_339,Bear Armor
cardDesc_339,"At start of your turn, deal 3 damage to the enemy, and block 3 damage each turn."
cardName_340,Talisman
cardDesc_340,<color=#e6c14f>Exiled</color>.Immunity to lethal damage for 1 turn. 
cardName_341,Blazing Cloak
cardDesc_341,"Each time the enemy uses an attack card, they take 3 fire damage."
cardName_342,Round Shield
cardDesc_342,"At start of your turn,  gain <color=#e6c14f>Armor</color> ĄÁ4"
cardLevelUpDesc_342,"At start of your turn,  gain <color=#e6c14f>Armor</color> ĄÁ<color=#8adf6a>4</color>"
cardName_400,Brainstorm
cardDesc_400,Draw 3 cards.
cardName_401,Acid Spray
cardDesc_401,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ3.
cardName_402,Acid Bomb
cardDesc_402,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ6
cardName_403,Blazing Charge
cardDesc_403,Deal 7 fire damage.
cardName_404,Fireball
cardDesc_404,Deal 15 fire damage
cardName_405,Pyroblast
cardDesc_405,Deal 25 fire damage
cardName_406,Blood Drinker
cardDesc_406,<color=#e6c14f>Exiled</color>.Absorb 2 health.Draw a card.
cardName_407,Life Leech
cardDesc_407,Absorb 30 health.
cardName_408,Confession
cardDesc_408,This combat\ndeal 2 piercing damage to the enemy at start of your turn.
cardName_409,Elemental Wave
cardDesc_409,Deal 2 fire and 2 water damage.
cardName_410,Cure
cardDesc_410,Restores 5 health.
cardName_411,Hurricane
cardDesc_411,Spends your remaining mana and deal an equivalent amount of lightning damage.
cardName_412,Enervate
cardDesc_412,Your enemy draws 1 less card at the start of their next turn and has 1 less Action.
cardName_413,Mana Vacuum
cardDesc_413,"Deal 6 piercing damage. If this attack kills the enemy, you get a permanent 1 mana boost."
cardName_414,Healing Potion
cardDesc_414,Restore 5 health. Overhealing is converted into Armor.
cardName_415,Prophecy
cardDesc_415,Choose 1 card from your deck and add it to your hand.
cardName_416,Hide
cardDesc_416,<color=#e6c14f>Exiled</color>\nGain physical immunity. Lasts 1 turn.
cardName_417,Wind Stone
cardDesc_417,Deal 4 lightning damage. Draw 1 spell card from your deck.
cardName_418,Disaster
cardDesc_418,Discard all equipment and prayer cards on the combatfield.
cardName_419,Magic Pocket Watch
cardDesc_419,Draw 2 cards. You have a 30% chance of getting an extra turn.
cardName_420,Heaven and Hell
cardDesc_420,Choice: Deal 5 piercing damage to the enemy or draw 2 cards.
cardName_421,Hand of God
cardDesc_421,"Triggers 2 random effects: Restore 15 health, draw 3 cards, deal 10 piercing damage, gain <color=#e6c14f>Armor</color> ĄÁ15."
cardName_422,Holy Shield
cardDesc_422,Gain <color=#e6c14f>Armor</color> ĄÁ8.
cardName_423,Absolute Defense
cardDesc_423,The damage you take decreases by 2 until next turn.
cardName_424,Firewall
cardDesc_424,"Until your next turn, when the enemy uses an attack card, they take 2 fire damage."
cardName_425,Greed
cardDesc_425,Draw 5 cards. Discard all non-attack cards in your hand.
cardName_426,Natural Mark
cardDesc_426,Halves the elemental damage taken until next turn.
cardName_427,Magic Shield
cardDesc_427,"Until your next turn, damage you take is converted to mana loss(1 mana for 2 damage)."
cardName_428,Heavy Fog
cardDesc_428,30% chance of dodging damage. Lasts 2 turns.
cardName_429,Sacred Sanctuary
cardDesc_429,<color=#e6c14f>Exiled</color>\nImmunity from all damage until your next turn. 
cardName_430,Angry Spirit
cardDesc_430,<color=#e6c14f>Exiled</color>.Deal 10 piercing damage to the enemy. Return this card to your hand on the next start of your turn.
cardName_431,Purifying Light
cardDesc_431,Restore 10 health. Overhealing is converted into Piercing damage to the enemy.
cardName_432,Wither
cardDesc_432,"The enemy's Poison status doubles, and then they suffer <color=#e6c14f>Poisoned</color> ĄÁ6."
cardName_433,Shrink
cardDesc_433,The enemy loses half their health (up to 60 points).
cardName_434,Revenge
cardDesc_434,"During next enemy's turn, when you take damage, the enemy will also take equivalent damage."
cardName_435,Deadly Fire
cardDesc_435,Deal 20 fire damage. \nDeal another 20 fire damage next turn
cardName_436,Mana Storm
cardDesc_436,"Deal 10 lightning damage. If you have at least 40 mana, you lose 40 mana and get an extra turn."
cardName_437,Ice Shield
cardDesc_437,"Block the next 5 points of damage. For each point of damage you block, deal 1 water damage to the enemy."
cardName_438,Thundercloud
cardDesc_438,"Deal 5 lightning damage. For each 1 mana you have left, you deal 1 additional lightning damage (up to 50)."
cardName_439,Cold Snap
cardDesc_439,Deal 4 water damage (enemies with Chilled take double damage). The enemy suffers <color=#e6c14f>Chilled</color> ĄÁ2.
cardName_440,Blizzard
cardDesc_440,Deal 10 water damage (enemies with Chilled take double damage). The enemy suffers <color=#e6c14f>Chilled</color> ĄÁ3.
cardName_441,Lethal Frost
cardDesc_441,Deal 16 water damage (enemies with Chilled take double damage). The enemy suffers <color=#e6c14f>Chilled</color> ĄÁ4.
cardName_442,Solidify
cardDesc_442,Your enemy draws 1 less card at the start of their next turn and suffers <color=#e6c14f>Chilled</color> ĄÁ3.
cardName_443,Thunderclap
cardDesc_443,Deal 5 lightning damage. Your next spell card has no mana cost.
cardName_444,Blessing
cardDesc_444,Restore 15 health. Overhealing is converted into Armor.
cardName_445,Flickering Flames
cardDesc_445,Deal 2 fire damage. The enemy takes 2 more fire damage
cardName_446,Dark Dawn
cardDesc_446,"<color=#e6c14f>Exiled</color>.Restore 50% of the health you've lost, deal damage equals to half the health you just restoreed."
cardName_447,Heaven and Hell
cardDesc_447,Deal 5 piercing damage to the enemy.
cardName_448,Heaven and Hell
cardDesc_448,Draw 2 cards.
cardName_450,Desperate Attack
cardDesc_450,Deal piercing damage equal to half the health you have lost.
cardDescEx_450,Deal {0} piercing damage
cardName_452,The elderly tonic
cardDesc_452,"Permanently exile this card.Deal 10 damage,if kills enemy,get a random spell card."
cardName_453,Blood Drinker
cardDesc_453,<color=#e6c14f>Exiled</color>.Absorb 3 health.Draw a card.
cardLevelUpDesc_453,<color=#e6c14f>Exiled</color>.Absorb <color=#8adf6a>3</color> health.Draw a card.
cardName_500,Bash
cardDesc_500,Deal 5 damage.
cardName_501,Thorny Tendrils
cardDesc_501,Deal 10 damage.
cardName_502,Jab
cardDesc_502,Deal 1 damage.
cardName_503,Claw Swipe
cardDesc_503,Deal 2 damage.
cardName_504,Vampire
cardDesc_504,Deal 2 damage. Restore 2 health.
cardName_505,Precision Strike
cardDesc_505,Deal 1 damage. Additional 1 damage for each card in your hand.
cardName_506,Precision Strike
cardDesc_506,Deal 3 damage. Additional 1 damage for each card in your hand.
cardLevelUpDesc_506,Deal <color=#8adf6a>3</color> damage. Additional 1 damage for each card in your hand.
cardName_507,Precision Strike
cardDesc_507,Deal 5 damage. Additional 1 damage for each card in your hand.
cardLevelUpDesc_507,Deal <color=#8adf6a>5</color> damage. Additional 1 damage for each card in your hand.
cardName_509,Stab
cardDesc_509,<color=#e6c14f>Exiled</color>.Deal 6 piercing damage.
cardName_510,Charm
cardDesc_510,View 3 cards from your enemy's deck and choose 1 to copy.
cardName_511,Trap
cardDesc_511,View 3 cards from your enemy's deck and choose 1 to discard.
cardName_512,Engulf
cardDesc_512,View 3 cards from your enemy's deck and choose 1 to exiled.
cardName_513,Chaos 
cardDesc_513,All damage you deal this turn is treated as piercing damage.
cardName_514,Focus
cardDesc_514,Draw 2 cards.
cardName_515,Desire
cardDesc_515,Draw 2 cards and then discard 1 card from your hand.
cardName_516,Fury
cardDesc_516,View 3 cards from your deck and choose 1 to copy to your hand.
cardName_517,Choice
cardDesc_517,Draw 3 cards and then discard 1 card from your hand.
cardName_518,Loss
cardDesc_518,Draw 3 cards and then discard 2 cards from your hand.
cardName_519,Lunacy
cardDesc_519,"During this turn, deal 4 piercing damage each time you discard a hand."
cardName_520,Poison Sting
cardDesc_520,Deal 2 damage to the enemy. The enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ1.
cardName_521,Venom
cardDesc_521,Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ3.
cardName_522,Incentivize
cardDesc_522,Deal 1 damage and draw 1 card.
cardName_523,Soul Blitz
cardDesc_523,Discard 1 card. Deal 8 damage to the enemy.
cardName_524,Hasty Healing
cardDesc_524,Restore 5 health. Destroy 1 piece of enemy equipment on the combatfield at random.
cardName_525,Reward
cardDesc_525,Deal 2 damage and draw 1 card.
cardName_526,Bleed
cardDesc_526,Draw 1 card. Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ3.
cardName_527,Bewitch
cardDesc_527,The enemy draws 1 less card on the next turn.
cardName_528,Frost Breath
cardDesc_528,"When the enemy draws a card on their next turn, they discard 2 cards at random and suffer <color=#e6c14f>Weakness</color> ĄÁ1."
cardName_529,Change of Heart
cardDesc_529,Get 2 cards from the enemy's deck at random.
cardName_530,Prediction
cardDesc_530,View the top 3 cards in your enemy's deck and choose 1 to take.
cardName_531,Sidekick
cardDesc_531,Deal 1 damage. The enemy draws 1 less card on the next turn.
cardName_532,Suffocate
cardDesc_532,Deal 5 water damage. The enemy draws 1 less card on the next turn.
cardName_533,Steal
cardDesc_533,<color=#e6c14f>Exiled</color>.Gain 3 Gold. 
cardName_534,Zeal
cardDesc_534,Deal 1 damage. Draw 1 card. Action +1.
cardName_535,Agility
cardDesc_535,Gain 3 Action. Draw 1 card.
cardName_536,Lightning Flash
cardDesc_536,Deal 2 lightning damage. Draw 1 card. Action +1.
cardName_537,Fatal Strike
cardDesc_537,Draw 1 card. Action +1. Enemy suffers <color=#e6c14f>Poisoned</color> ĄÁ1.
cardName_538,Accelerate
cardDesc_538,Draw 1 card. Action +2.
cardName_539,Sprint
cardDesc_539,Draw 3 cards. Action +3.
cardName_540,Spider Web
cardDesc_540,"<color=#e6c14f>Exiled</color>.Draw a card.Each time the enemy uses 2 cards, they suffer <color=#e6c14f>Poisoned</color> ĄÁ1."
cardName_541,Spider Web
cardDesc_541,"<color=#e6c14f>Exiled</color>Draw a card.Each time the enemy uses 1 card, they suffer <color=#e6c14f>Poisoned</color> ĄÁ1."
cardLevelUpDesc_541,"<color=#e6c14f>Exiled</color>Draw a card.Each time the enemy uses <color=#8adf6a>1</color> card, they suffer <color=#e6c14f>Poisoned</color> ĄÁ1."
cardName_542,Corrosion
cardDesc_542,The enemy loses 10 health and maximun health.
cardName_543,Spring Cleaning
cardDesc_543,Discard your hand and draw a new hand of equal size.
cardName_544,Tenacious Defense
cardDesc_544,"Discard your hand. For each card you discard, you gain <color=#e6c14f>Armor</color> ĄÁ5."
cardName_545,Potent Strike
cardDesc_545,The next damage you deal from a card this turn will be doubled.
cardName_546,Plot
cardDesc_546,Draw 1 card.The next damage you deal from a card this turn will be doubled.
cardName_547,Phantom Swipe
cardDesc_547,Deal 3 damage. The enemy loses all their mana.
cardName_548,Last Hope
cardDesc_548,"<color=#e6c14f>Exiled</color>.Get an extra turn. At end of turn, your health decreases to 1."
cardName_549,Execution
cardDesc_549,"Deal 2 damage. When the target's health is below 30%, deal 10ĄÁ damage."
cardName_550,Raid
